label_id	text
17	电动车电池充电保护电路<sep>一种电动汽车电池充电保护器电路包括L1、N1输入、电阻R1、电容C1、整流二极管D1??D4、电阻R2、电容C2、稳压二极管VD1、二极管D5、电阻R3、电容C3、电阻R4 、二极管D6、晶体管Q1、电阻R5、晶体管Q2、继电器J1、二极管D7、电阻R6、电阻R7、晶体管Q3、晶体管Q4、电阻R18、整流二极管D11??D14、电阻R17、光耦IC1、二极管D10、稳压二极管VD2、电阻R14、电阻R15、电阻R13、三极管Q7、三极管Q8、电阻R10、电阻R9、三极管Q5、电阻R8、二极管D8、电容C5、三极管Q6、电阻R12、电阻R11、二极管D9、电阻R16、电容C5和L2、N2输出端<sep>本发明通过改变传统充电保护器的电路结构，使电池充满电后自动断开，从而达到省电、保护电动车电池不被过充保护的目的
17	一种轻型电动汽车轴荷动态调整方法<sep>本发明具体涉及一种轻型电动汽车轴荷动态调整方法<sep>目的是提供一种结构简单的轻型电动汽车轴荷动态调整方法，能够自动调整前后轴荷，降低油耗。轴荷分配系统包括座椅、座椅调节机构、方向盘、踏板、内后视镜、外后视镜及相关控制机构；轴荷分配系统的调整方法包括以下步骤：参数提取、座椅纵向调整、座椅横向调整、相关机构调整。通过调整汽车座椅的纵向和横向，改变前后轴荷比，降低油耗，提高车辆操控性能<sep>同时可以调节前后轴荷比，使汽车的空载质量可以灵活设置，方便其他设备在汽车上的布置
17	一种电动汽车双电机集成驱动系统<sep>本发明涉及一种电动汽车双电机集成驱动系统<sep>属于电动汽车驱动系统技术领域。驱动系统包括外壳、双电机组件和控制部件。双电机总成包括电机Ⅰ和电机Ⅱ通过同步器连接，电机Ⅰ体积大，电机Ⅰ和电机Ⅱ的上置控制元件控制元件包括IGBT功率单元Ⅰ和IGBT功率单元Ⅱ，分别给电机Ⅰ和电机Ⅱ供电。 IGBT功率单元Ⅰ布置在电机Ⅱ上方，IGBT功率单元Ⅱ布置在电机Ⅰ上方。本发明的有益效果是，驱动系统充分利用双电机部件的结构差异，将双电机部件和控制部件集成在一个外壳中，将控制部件布置在一个壳体内<sep>充分利用空间，有利于整车布局，设计的水冷部件可以同时给双电机部件和控制部件散热，从而提高整体散热效率
17	电池组保护结构<sep>提供了一种电池包的保护结构<sep>可以抑制外力作用于车身时对电池壳的冲击，便于保护电池包。在电池袋(11)的保护结构中，保护罩(18)具有覆盖上壳体(16)的上表面的上表面罩(19)和侧罩(20)。它相对于上表面盖(19)比电池外壳的侧面向外突出，覆盖电池外壳侧面的至少一部分。在上面盖部(19)上形成有脆弱部(19A)<sep>当在从上表面罩部(19)和侧罩部(20)排列的方向上对侧罩部(20)施加外力时，上表面罩部(19)与易碎件一起弯曲或断裂第 (19A) 部分作为起点
17	二次电池组<sep>根据本发明的一个方面的二次电池组包括单个组件<sep>该组件包括二次电池和支撑二次电池并沿一个方向堆叠和布置的级联框架，以及电池组外壳，其具有用于容纳的内部空间单个组件并具有沿内外方向形成的通孔。电极端子与单体组件电连接，并穿过通孔突出到电池组外壳的外部。接合部填充通孔与电极端子之间的间隙以形成粘合层<sep>接合盖设置于电池组壳体的上部，在覆盖电极端子的周边的情况下，接合于电池组壳体的通孔
17	一种具有单元电极的袋式电池单元，单元电极中形成有多个电极连接器<sep>本发明提供一种电池单元<sep>包括电极组，所述电极组具有如下结构：正极、负极和隔板叠层，正极和负极各具有2×n(n ≥2)面在平面内，正负极之间设置有隔板，其中正极接触板设置在正极的奇数边到第2n侧的各负极接触点在第1边至第2n边的偶数边中的每一个中，因此正极和负极沿平面中的边交替形成。电极端子分别设置在电极组件的第一侧和第二侧或第三侧，最外侧的电极放置在第一侧和第二侧。第三边是电极组件的与第一边和第二边垂直的侧面，电极端子电连接到正极触点和负极触点<sep>并且电池外壳具有围绕电极组件的外表面而电极端子部分地暴露于外部的结构
17	一种新型车辆横向停车系统<sep>本发明公开了一种新型汽车横向停车系统<sep>主要由电机、拉杆和四个曲柄组成。电机上的转轴朝下，电机上的转轴端部装有齿轮。拉杆安装在底盘纵向中心的槽内，安装在电机转轴端部的齿轮与拉杆侧面的齿条啮合。曲柄分为三部分，曲柄的第一部分朝向车身外侧的一端与车轮直接连接，曲柄的第二部分呈弧形，装配在车体的弧形槽内。汽车底盘，曲柄第三部分设有滑轨。拉杆两端的凸台组装在四个曲柄的滑轨内<sep>本发明的优点是横向泊车系统结构简单、成本低廉，可以显着提高泊车过程的速度和安全性，非常适用于我国正在大力发展的电动汽车领域
17	斜坡防冰、防粘、防氧化继电器<sep>斜坡防冰、防粘、防氧化继电器包括外壳、设置在外壳底部绝缘座内的静触头、固定在绝缘座上方的环形支撑限位座、动设置在环支撑限位座轴线上的接触杆<sep>设置在动触杆下端的动触片，安装在环支撑限位座上圆周上的套筒，设置在套筒和套筒之间的电磁线圈外壳和设置在套筒内的动铁芯，动铁芯由支撑弹簧支撑在环支撑限位座的顶部。动触片外端设有倾斜方向相反的冰铲，冰铲上端设有向下弯止钩，静触片上部设有斜面，圆形支撑限位座下表面设有径向圆弧回位座。弧形回位座底座上设有冰铲回位导向斜面<sep>本实用新型可去除静触头顶部结冰，防止粘连和氧化，保证继电器可靠工作，延长继电器使用寿命
17	用于同时采集电压和温度的集成终端<sep>本实用新型提供了一种同时采集电压和温度的一体化端子<sep>包括电容信号线穿过基板中心的通孔，固定杆固定在基板的一侧。固定杆的顶部间隔设置有第一端子和第二端子，第一端子包括第一侧板，第一侧板的内壁设置有夹持层，第二端子包括第二侧板.所述两个第二侧板与所述两个第一侧板之间设有卡子，所述两个第二侧板之间设置有滑动夹持组件，所述第一端子的侧面还设置有传感器。传感器与底板固定。本实用新型的一体化端子可同时采集一个端子上的电压采集和温度采集，只需一个螺栓孔即可，节约成本，节省空间，提高工作效率<sep>终端设有信号线分离固定装置，不易晃动，稳定性强
17	车用电池夹持结构<sep>本发明涉及一种车辆电池保持结构。电池固持结构（100）包括多个平行的模组固持槽（101）<sep>其中每个模组容置槽（101）用于容置电池模组。以及轮廓板（103），其限定多个模块容纳槽（101），所述轮廓板（103）内形成有用于调节电池模块温度的传热结构（105）<sep>传热结构（105）包括多个中空通道（107），多个中空通道（107）沿模块容纳槽（101）延伸
