label_id	text
33	一种海洋石油钻井立管系统分流器<sep>本实用新型公开了一种海洋石油钻井立管系统分流器<sep>包括钻井台，所述钻井台的内部设有钻井立管，所述钻井立管的顶端套设有连接套管，所述连接套管的顶端固定连通有分流器体，所述连接套管的外表面固定连接有两组相对称的搭扣，所述钻井立管的外表面固定连接有两组相对称的搭把，所述分流器体的底面固定连接有两组相对称的螺纹筒，所述钻井台的上表面固定镶嵌有两组相对称的轴承，每个所述轴承的内圈均固定连接有螺纹杆<sep>该海洋石油钻井立管系统分流器，通过搭扣和搭把能够将分流器体与钻井立管进行临时连接，通过螺纹杆和螺纹筒与固定环配合，利用转把转动固定环，能够使螺纹杆在螺纹筒的内部转动，从而将分流器体与钻井台进行连接
33	一种水上浮动平台结构<sep>本实用新型涉及一种水上浮动平台结构<sep>包括由若干浮力单元依次连接构成的水上平台，所述浮力单元包括若干依次连接的浮力基体，所述浮力基体包括浮板、底座、浮体、支撑杆，浮板底面沿长度方向间隔安装若干底座，相邻的底座之间设置浮体，浮体上部两侧设置有容置支撑杆杆身的嵌口，底座上对称设置两个用于贯穿密支撑杆的开口，底座的两侧部具有侧板，相邻浮力单元上相邻的底座相向面固定有缓冲件固定座，缓冲件固定座之间夹有环形橡胶件，缓冲件固定座外侧端上部及下部对称设置有能扣入环形橡胶件的凹槽，相邻浮力单元上相邻的底座之间经穿过环形橡胶件的连接件连接<sep>本水上浮式平台结构易于搭建
33	深水导管下入过程中钻头伸出量的模拟方法及系统<sep>本发明公开了一种深水导管下入过程中钻头伸出量的模拟方法及系统<sep>该方法包括：基于目标海底区域的土体分布配制实验用的分层土体；其中，所述分层土体设置在土箱中；维持预定的实验条件，通过调整所述调节机构调节钻头伸出量；采集所述压力传感器、拉力传感器、位移传感器及射流泵对应的参考信号，其中，所述参考信号包括：压力信号、拉力信号、位移信号和液压信号；基于所述参考信号，选取在预定的实验条件下深水导管下入过程中的目标钻头伸出量<sep>本发明提供的深水导管下入过程中钻头伸出量的模拟方法及系统，能够对深水导管下入过程的钻头伸出量进行室内实验模拟和评价
33	水上浮台结构<sep>本实用新型涉及一种水上浮台结构<sep>包括由若干个浮力单元依次连接而成的浮台。浮力单元包括多个顺序连接的浮力矩阵。浮力矩阵包括浮板、底座、浮体和支撑杆。浮板底面上沿长度方向间隔设置若干个底座，相邻底座之间设有浮体，浮体上侧设有用于固定支撑杆体的插孔。底座上对称设置有两个贯穿密集支撑杆的开口，底座两侧设有侧板，相邻浮力单元上的相邻底座上固定有固定在对面的缓冲器，环形橡胶部分夹在缓冲夹具之间。缓冲固定座外端的上、下端对称地开有可扣入环胶件的凹槽<sep>相邻浮力单元上的相邻底座通过环橡胶件的连接件连接，浮式平台结构易于搭建，稳定性和抗风浪能力显着提高
33	基于海浪波力能原理驱动的多缸海浪发电装置<sep>基于海浪波力能原理驱动的多缸海浪发电装置<sep>涉及海洋工程技术领域，包括主支架，所述主支架的中部活动连接有转轴，所述转轴的外侧活动连接有推杆，所述主支架的上、下两侧分别活动连接有上驱动机构和下驱动机构，所述推杆的正面活动连接有固定螺栓，所述主支架的左、右两端均固定连接有定位座，所述定位座的正面固定连接有两个限位块，两个所述限位块之间活动连接有活动杆<sep>该基于海浪波力能原理驱动的多缸海浪发电装置，利用海浪运动产生的波力能原理为动力源，不需要借助外力，减少了该装置的使用成本，提高了该装置的实用性，除在海上使用，该装置还可应用于水面较大且流速较高的河流或湖泊，提高了该装置的适用性
33	一种带有抗震与光轴调节机构的船用跟踪监视搜索装置<sep>本实用新型公开了一种带有抗震与光轴调节机构的船用跟踪监视搜索装置<sep>涉及海域监控领域，该装置包括底座、俯仰架和气密俯仰包，气密俯仰包通过俯仰架与底座连接，气密俯仰包内设置有传感器支架，传感器支架上设置有若干传感器，传感器包括镜头；传感器支架包括安装平台，若干传感器分布在安装平台上方和下方，安装平台与气密俯仰包的内壁连接之处设置有减震器；镜头的外部套接有安装框，镜头通过安装框与安装平台连接，且安装框与安装平台通过若干位于同一平面的安装孔固定<sep>本实用新型能够避免船艇震动带来传感器震动，有效提高图像质量提高镜头的抗震性，延长镜头的使用寿命，降低使用成本
33	用于地震数据采集的可变浮力控制和回收系统<sep>一种地震设备包括构造成采集地震数据的一个或多个地震线缆系统<sep>各个地震线缆系统具有以下一个或多个：线缆护套、用于压载流体或其它压载介质的贮器，以及构造成在地震数据采集期间在贮器与地震线缆系统之间传递压载流体的促动器或其它传递机构，例如，其中压载流体在线缆护套内传递至地震线缆系统<sep>控制器可构造成响应于压载流体的传递来调整地震线缆系统的浮力，例如，其中内部容积基于流体传递扩张或收缩
33	一种水下移动目标智能抓取装置<sep>提供一种水下移动目标智能抓取装置<sep>包括抓取单元组、抓取网(2)、底座(3)，每个抓取单元(1)连接臂的连接端设置关节舵机与由其驱动的旋转架，控制器可控制各关节舵机转动其连接臂，抓取网(2)位于各抓取单元(1)之间合围成的空间中，抓取网(2)的头端经总拉绳(4)连接底座(3)，每个抓取单元(1)连接臂的最外端设置有可与其脱离并各自在水中自行行进的拖网自行器(19)，连接臂的外端与拖网自行器(19)之间设置有锁扣机构；每个拖网自行器(19)均各自系有分拉绳连接抓取网(2)的开口端，抓取单元组与抓取网(2)之间设置有扎紧抓取网(2)端口的扎紧机构<sep>可方便地实现对水下移动目标的抓取。
33	绞车<sep>本发明公开了一种绞车<sep>属于机械设备领域。实际需要控制推动离合器时，向第一油孔或第二油孔内输入液压油，液压油进入推动环的圆形槽与主轴的环形凸起之间形成的空腔内，推动换在液压油的作用下沿主轴的轴向产生滑动，进而实现卡爪结构的连接与分离<sep>推动装置整体占用的空间较小，可实现绞车在一些狭小空间内的安装，绞车的通用性也有所提高
33	绞盘<sep>本发明公开了一种卷扬机<sep>属于机械设备领域。实际上，当需要对驱动离合器进行控制时，液压油被注入第一油孔或第二油孔，液压油进入驱动环的圆形槽与离合器的环形凸起之间形成的空腔。主轴，在液压油的作用下沿主轴轴线滑动，从而实现爪形结构的连接和分离<sep>推动装置占用的整体空间较小，可以实现在一些狭窄空间安装绞盘，也提高了绞盘的通用性
