label_id	text
10	一种电源转换电路封装模块<sep>本发明提供一种电源转换电路的封装模块<sep>本发明利用垂直设置在绝缘基板上的芯片，便于电连接，实现了无需焊线的电连接，合理利用了纵向空间，可以减少横向空间的使用。采用第一塑封树脂将两个半导体芯片电互连，既能达到塑封的目的，节省电极板和焊线，又能保证电连接的可靠性；采用塑料密封树脂进行散热<sep>并添加额外的散热绝缘颗粒，增强散热效果
10	oled驱动芯片及其驱动方法<sep>本申请提供一种oled驱动芯片及其驱动方法<sep>用于驱动像素电路，包括移位寄存器模块、第一级缓存模块、第二级缓存模块和复用电路选择模块<sep>移位寄存器模块的输入端访问上一级时钟信号，输出当前级时钟信号给第一级缓存模块第一级缓存模块访问rgb数据信号，获取当前级rgb数据信号的灰度信号根据当前级时钟信号输出到第二级缓存模块；第二级缓存模块访问触摸信号并将存储的灰度信号输出给复用电路选择模块复用电路选择模块的输出端与像素电路连接，根据灰度信号转换为逻辑状态，输出高电平或低电平，用于控制像素单元的显示时间，以切出像素单元的不同灰度级
10	激光阵列驱动装置及其封装方法<sep>本发明公开了一种激光阵列驱动装置及其封装方法。该装置包括表面具有焊盘的承载基板、由n×n个相同或不同的激光器件组成的激光阵列芯片<sep>其中n≥1、设置在激光阵列芯片和承载基板之间的导热膜、以及激光驱动模块通过电连接结构与激光阵列芯片连接激光驱动模块片材与承载基板之间设置有隔热结构，散热结构与承载基板连接。本发明提供的激光阵列驱动装置及其封装方法，采用三维堆叠封装，通过导热膜有效地在晶圆间散热，具有响应时间短、集成度高、可靠性高等特点<sep>与其他驱动封装方式相比，驱动特性、传输功率和空间利用率都有很大提高，因此在光学成像、通信、互连、存储等领域具有广阔的应用前景
10	电池系统及处理方法<sep>本申请公开了一种电池系统及其处理方法。电池包括多个电芯<sep>至少两个温度传感器设置在核心位置，至少两个温度传感器设置在至少两个特定位置。至少两个特定位置的温差满足第一条件的概率与第一概率条件一致，处理器通过至少两个温度传感器检测特定位置的温度。响应检测到的温度满足特定条件，检测电池的电流，并根据电池电流的检测结果调整电池的稳压部分。在该方案中，在特定位置设置至少两个温度传感器，以保证在第一概率条件下检测到的温差能够满足第一条件<sep>从而，处理器根据电池电流的检测结果调整电池的稳压部分，避免电池不同位置温度过高对电池系统寿命的影响，提高服务质量电池系统的安全和寿命
10	z型狭缝结构的三维存储器件及其形成方法<sep>公开了一种具有z形狭缝结构的3d存储装置及其形成方法的实施例。在示例中<sep>3d存储器件包括衬底、包括交错导电层和衬底上方的介电层的存储堆叠层、垂直延伸穿过存储堆叠层的存储串阵列、以及水平划分的存储串阵列到多个内存区域。多个狭缝结构<sep>多个狭缝结构中的每一个垂直延伸穿过存储堆叠层并且在平面图中以第一z形图案水平延伸
10	无线通信网络设备<sep>本发明公开了一种用于无线通信网络的装置<sep>包括：上盖内缘设有上唇，上盖中部挖空，中空部设有凸唇，凸唇设有内盖。下盖内缘设有下唇，下唇与上唇相配合，下盖设有缺口，旋转盖板置于间隙内，下盖内部还设有散热孔。旋转盖板上设有固定部，下盖设有固定槽，固定部配合设置在固定槽内，下盖内部设有固定座，固定部通过第一螺栓固定在固定座上。还有一个集线器组件。该无线通信网络设备结构简单、加工方便、组装迅速<sep>散热方便，能有效阻隔灰尘和水汽
10	触摸屏开关面板<sep>本实用新型公开了一种触摸屏开关面板<sep>包括触摸屏开关面板本体，触摸屏开关面板本体包括外壳和正面，外壳包括外侧。触摸屏开关面板本体还包括限位卡扣、胶圈和限位槽，外壳外表面设有限位卡扣，与外壳外侧配合的胶圈包括环形内壁和一个环端面。橡胶圈的圈内壁上设有限位圈的限位槽，橡胶圈设置在外壳的外壁上，使橡胶圈通过限位槽和限位圈与限位圈相连接橡胶圈端面与触摸屏开关面板本体正面在同一平面上<sep>当触摸屏开关面板上的开关数量为4个或更多时，本实用新型提供了一种触摸屏开关面板前面板的水平扩展结构，更便于用户根据需要使用
10	栅极驱动电路<sep>本申请公开了一种移位寄存器单元电路<sep>包括：输入控制模块，用于接收和存储输入控制信号；输出驱动模块，耦合在第一时钟信号输入和单元电路输出之间，用于传输有效电平。第一时钟信号在输入控制模块的控制下输出到单元电路，输出驱动模块包括第一晶体管，其中第一极耦接第一时钟信号输入端，第二极耦接单元电路输出端，控制极耦接输入控制模块输出端。当第一时钟信号的有效电平输出结束时，第一晶体管的控制极在下一个有效电平到来之前耦合到其第二极<sep>本申请还公开了一种包括移位寄存器的栅极驱动电路、相应的显示器以及提供栅极驱动信号的方法
10	一种电致变色装置<sep>本实用新型公开了一种电致变色器件<sep>由两片透明导电玻璃和密封胶组成，密封胶内填充含有电致变色材料的电解液，透明导电玻璃上设有面向电解液表面的透明导电膜层.本实用新型提供了一种电致变色装置，可以利用多种电致变色材料<sep>进而可以使用不同变色响应速度的电致变色材料
10	锂电池自恢复保护控制电路、保护电路及保护装置<sep>本发明实施例公开了一种锂电池上电自恢复保护控制电路、保护电路及保护装置。锂电池上电自恢复保护控制电路包括上电延时电路、驱动电路、逻辑电路、第一晶体管和状态切换电路。开机延迟电路包括第一充电电路、第二充电电路、第一信号输出电路、第二信号输出电路以及存储模块。第二信号输出电路用于根据第一控制产生第二控制信号第一信号输出电路输出的信号<sep>从其输出端输出至逻辑电路的第一输入端。逻辑电路用于根据第二控制信号和保护控制信号控制第一晶体管的导通或截止<sep>本发明实施例提供的技术方案可以在锂电池上电时在预设时间内保持第一晶体管处于导通状态，从而使锂电池能够工作在导通状态而不是被锁定
