label_id	text
16	一种定日镜清洗装置<sep>本发明公开了一种用于清洁定日镜的定日镜清洁装置<sep>包括清洁机构、清洁支架和清洁机构框架。在清洁装置的清洁方向上，至少一组第一液体清洁组件、至少一组洗涤组件、至少一组第二液体清洁组件、至少一组气体清洁组件和至少一组干燥组件依次安装在清洗支架上。第一液体清洗组件和第二液体清洗组件连接清洗液储罐，气体清洗组件连接储气罐。清洁平台用于承载清洁机构，使其能够在太阳能镜线上行走。当清洗平台上装有清洗机构时，第一液清洗组件、刷洗组件、第二液清洗组件、气体清洗组件和干燥组件依次进行一次清洗、刷洗、二次清洗、吹扫和干燥。定日镜的镜面<sep>本发明提供的装置可以在温度低于冰点时实现对定日镜的清洗和清洗
16	一种无损转移碳纳米管薄膜制备异质结太阳能电池的方法<sep>本发明涉及碳纳米管/硅异质结太阳能电池领域<sep>具体涉及一种碳纳米管薄膜无损转移制备异质结太阳能电池的方法。首先，将沉积在微孔滤膜上的高性能（如高透光率和低方阻）透明导电碳纳米管薄膜切割成合适的尺寸，然后将其置于sio/si基板上，滴加无水乙醇使碳纳米管薄膜与硅衬底紧密接触<sep>乙醇自然挥发后，碳纳米管膜与硅基板之间的作用力大于碳纳米管膜与微孔滤膜之间的作用力，直接用镊子将滤膜去除；然后制备上电极（银凝胶）和下电极（铟镓合金），得到太阳能电池
16	一种降低柔性铜铟镓硒太阳能电池串联电阻的方法<sep>本发明公开了一种降低柔性铜铟镓硒太阳能电池串联电阻的方法<sep>包括以下步骤： 步骤1：利用激光机内置软件绘制矩行程模板并保存使用。步骤2：使用步骤1中绘制的划痕模板对柔性铜铟镓硒太阳能电池芯片进行激光划痕；第三步：将预设重量的锡膏注入第二步的十字槽中心 第四步：将第三步焊膏完成的柔性铜铟镓硒太阳能电池芯片与电池的正面电极重叠，形成模组被焊接；第五步：使用激光机内置软件绘制焊接模板并保存备用；步骤6：使用步骤5中的焊接模板，完成激光机对待焊接模块的焊接<sep>采用本发明的方法，可以增加前电极与电池芯片的金属化接触面积，大大降低串联电阻，同时大大提高焊接张力
16	一种支撑工具和具有该支撑工具的工具组件<sep>本发明提供一种支撑工具和具有该支撑工具的工具组件。支撑工装包括一杆体及二卡扣<sep>二卡扣的第一端分别枢接于杆体的两端。扣环的第二端形成向扣环的第一端弯曲的带扣部分。根据本发明的支撑治具，应用于光伏组件组装过程中，支撑工装的卡扣可将框架收紧，使光伏组件的框架稳固，不易倾斜和松动。避免了框架松动对光伏组件质量的影响。避免后续工序中组件框架脱落的风险。通过支撑夹具、夹板和夹具的配合，可以稳定地组装框架，提高组装质量<sep>该配套工装夹具部件结构简单，易于制造，实用性强，适合在行业中广泛使用
16	一种适应性强的太阳能光伏支架<sep>本发明涉及光伏配件技术领域<sep>公开了一种适应性强的太阳能光伏支架，包括底座，底座顶部设有滑槽，滑槽内部滑动连接与滑板连接。滑板顶部与安装座固定连接，安装座顶部设有安装槽，安装槽内部与第一活塞滑动连接，安装槽内侧为与推杆活动连接。推杆底部左侧与拉簧固定连接，拉簧左端与安装槽固定连接。适应性强的太阳能光伏支架，可以调节底板与第一块光伏板的角度，增加整个太阳能光伏装置的接光能力，并且可以调节整个装置的角度，保证光接收率。整个设备<sep>保证了光能的转换效果，防止了第一光伏板和第二光伏板的损坏，有效保证了整个光伏板的使用寿命
16	一种恒温智能控制光功率补水的太阳能热水器<sep>本发明公开了一种光功率补水恒温智能控制太阳能热水器<sep>包括控制器、集热板、储水箱、固定架和驱动电机。集热板与固定架枢接，驱动电机适用于驱动集热板旋转，在集热板与换热器之间连接的加热管内设有循环泵。储水罐。储罐冷水进水管路上设有电磁比例阀、流量传感器和温度传感器。当储水箱水温达到预设值时，控制器控制集热器转动，将其光功率降至最低，防止水温升高，避免储水箱结垢和热量交换器。当用水过程中水位过低时，控制器自动补水并启动电加热器，使同时加入储水箱的冷水温度等于热水器产生的热量。电加热器<sep>加入冷水后，水箱水温保持恒定，方便用水
16	一种具有扫雪功能的太阳能发电装置<sep>本实用新型公开了一种具有扫雪功能的太阳能发电装置<sep>光伏板安装在支架内；支架上端设有清雪机构；清雪机构设有清扫辊；清洁辊与第二电机连接；支架下侧设有转动机构；转动机构包括底盘和转盘，底盘与转盘连接。支架上设有第一电机；第一电机的输出轴与螺杆连接；螺杆与支架连接；光伏板与蓄电池电连接<sep>通过清雪机构，通过清扫辊的转动，可以将光伏板表面的尘雪清扫干净，从而提高光伏板的工作效率，提高太阳能的转化率
16	一种太阳能电源的开关电路<sep>本发明公开了一种太阳能供电切换电路<sep>包括光敏元件d1、控制节点、第一通断控制模块和第二通断控制模块。控制节点连接第一通断模块的控制端和第二通断控制模块的控制端，市政供电端通过第一通断控制模块连接负载，太阳能供电端通过第二开关控制模块连接负载。感光元件串联在工作电压和控制节点之间。本发明通过光敏元件检测太阳能是否充足，并根据光敏元件的检测结果通过第一次开机自动切换太阳能供电端和市政供电端的工作状态。关控制模块和第二开关控制模块<sep>这样，利用太阳能供电缓解了市电压力，太阳能供电自动切换到市电，保证了太阳能不足时负载的正常运行
16	光伏逆变器统一控制方法及系统<sep>本发明公开了一种光伏逆变器统一控制方法及系统<sep>可以统一处理正常运行、lvrt和hvrt状态检测逻辑。统一控制方法包括：a、计算电网电压的负序αβ轴分量，计算αβ轴对应于电网电压基准的d和q轴分量的基准u，叠加分量e将电网电压的负序αβ轴和αβ轴参考u对应于电网电压基准的d和q轴分量，得到驱动逆变器模块的有功或无功功率输出的驱动信号.步骤a，锁相环根据采样得到的三相电网电压计算出电网电压的当前相位，并在电网电压小于一定值时通过虚拟锁相环提供相位<sep> .根据电网电压的正序d和q轴分量判断是否满足磁滞回线选择相位；将电网电压的负序d和q轴分量用选定的相位重新计算，变换得到分量e
16	一种光伏组件倾角自动调节装置<sep>本发明涉及光伏组件应用领域<sep>具体公开了一种光伏组件倾角自动调节装置，包括光伏组件、光电传感器、后下杆、后上杆、机架固定导轨、后齿条、前齿条、齿轮、前上杆、前下杆、下连杆、步进电机和控制器 后下杆和前下杆一端铰接分别位于底部连杆上，后齿条和前齿条并排设置在齿条固定导轨上，可前后滑动。后下杆的另一端、后上杆的一端和后机架的另一端铰接在一起，前下杆的另一端、前上杆的一端和后机架的另一端前机架铰接在一起。后上杆和前上杆的另一端分别铰接在光伏组件底部的两侧<sep>本发明通过光电传感器获取太阳的高度角，通过控制器控制步进电机，控制倾斜装置自动调节光伏组件跟随太阳获得最佳照射角度，从而获得最佳发电量效率
