label_id	text
24	一种深埋圆隧开挖围岩-衬砌受力与变形的预测方法<sep>本发明属于隧道建设技术领域，并公开了一种深埋圆隧开挖围岩‑衬砌受力与变形的预测方法。该方法包括下列步骤：(a)获取待挖深埋圆隧道的相关参数；(b)计算待挖隧道外塑性区域的半径、待挖隧道的洞壁围岩最大径向变形、弹性区域和塑性区域交界处的径向应力和径向变形；(c)计算获得衬砌安装处的围岩初始径向变形；(d)构建隧道力学模型，计算衬砌与围岩的径向力达到平衡时对应的半径r、围岩径向变形和径向应力；(e)计算衬砌安装处衬砌的径向应力和径向变形，以及围岩的最终径向应力和径向变形，以此实现衬砌和围岩受力和变形的预测。通过本发明，方便快捷地获得预测结果，过程简单且结果准确、并且能在工程中广泛运用。
24	中速磁悬浮列车长定子直线同步电机定子段绕组换步方法<sep>一种中速磁悬浮列车长定子直线同步电机定子段绕组换步方法。中速磁悬浮列车长定子直线同步电机定子段绕组换步系统包括一个主变流器单元u、一个辅助变流器u、两组馈电电缆，一排放置于轨道中间的长定子直线同步电机定子段绕组。主变流器单元u为大容量变流器，满足牵引加速等状态下的功率输出要求；辅助变流器单元u的容量小于主变流器单元u，用于换步过程中下一定子段绕组电流调节。列车运行在定子段绕组n时，主变流器单元u参与供电。列车处于由定子段绕组n向定子段绕组n+1的换步状态时，定子段绕组n由主变流器单元u供电，定子段绕组n+1由主变流器单元u与辅助变流器单元u并联供电。列车完全驶入定子段绕组n+1时，仅主变流器单元u供电。
24	空轨列车车体静强度试验方法<sep>本发明提供一种空轨列车车体静强度试验方法，使用空轨列车车体静强度试验设备，所述试验方法如下：步骤1：根据空轨车体的尺寸，确定支撑组件的位置和尺寸；步骤2：将连接组件连接于支撑组件上；步骤3：将空轨车体连接于连接组件上：步骤4：根据空轨车体的位置，确定约束组件的位置；步骤5：根据空轨车体的位置，确定加载组件的位置；步骤6：操作加载组件进行静载荷的加载。本发明所提供的空轨列车车体静强度试验方法无需约束组件和加载组件为空轨车体提供夹持力，降低了对约束组件和加载组件的强度要求，同时提高了测试精度。
24	轨道交通车辆的车轮磨损评估方法、装置及系统<sep>本发明提出一种轨道交通车辆的车轮磨损评估方法、装置及系统，其中，方法包括：从轨道旁布设的采样点读取多个采样周期内采集到的车轮碎屑质量；针对每一采样周期，根据所述采样周期内采集到的车轮碎屑质量，以及从采样起始时刻开始至所述采样周期结束各车辆在所述轨道上运行的总次数，得到每一车辆在所述采样周期结束时的累积磨损量；根据每一车辆在各采样周期的运行信息和对应采样周期结束时的累积磨损量，得到车辆运行信息和累积磨损量的对应关系；根据待评估车辆的运行信息，查询所述对应关系，得到所述待评估车辆的累积磨损量。通过本方法，能够达到对轮胎磨损情况进行实时检测和预测的目的。
24	一种基于大数据的轨道电路报警限值调整方法<sep>本发明提供了一种基于大数据的轨道电路报警限值调整方法，设置采集模块、存储模块和分析模块；该轨道电路报警限值调整方法包括以下步骤：步骤1，所述采集模块，实时采集每个车站内每个轨道电路的电气特性参数，并按电气特性参数大小顺序存储在所述存储模块中；步骤2，所述分析模块，遍历所述存储模块中当前时刻到预设时间内的电气特性参数，获得所述电气特性参数的波动区间；步骤3，所述分析模块根据所述波动区间，动态调整该电气特性参数的报警限值。该基于大数据的轨道电路报警限值调整方法具有设计科学、实用性强、可靠性高和省时省力的优点。
24	一种车载超级电容的异步补偿均压装置和控制方法<sep>本发明公开了一种基于车载超级电容的异步电补偿均压装置和控制方法，该装置包括：dc/ac单元、同步整流单元，超级电容块单元，电压电流采集单元和控制单元。控制方法包括以下步骤：控制单元建立超级电容单元的状态空间模型以及相应的滑模观测器模型，基于离线测得的数据和电压电流采集单元实时采集的数据，采用滑模观测器，估计出各超级电容单元的内部电压值；控制单元根据各个超级电容的内部电压值和电压阈值判断是否需要进行电压均衡，输出相应的控制量给同步整流单元，通过控制同步整流单元中驱动开关的状态来控制相应的超级电容单元充放电，实现电压均衡。本发明电压均衡效果好，效率高。
24	一种以楞次定律为原理的轨道交通安全站台<sep>一种以楞次定律为原理的轨道交通安全站台，包括站台本体，所述站台本体的右侧固定安装有镶嵌壳，镶嵌壳内部的下端活动安装有平衡板，平衡板的正常情况下时平衡状态的，平衡板左端的上表面滑动安装有滑动块，滑动块的上端通过压力弹簧弹性连接有固定壳，固定壳的上表面固定安装有固定杆，固定杆的上端固定安装有踏板。通过平衡板、滑动块、固定壳、压力弹簧、固定杆、踏板与挤压弹簧的配合使用，可以有效的在人们越将要过黄线时，可以方便的带动安全挡板的抬起，将行人隔绝到安全区以外的地方，以达到阻止行人继续前进，从而保证了人们的安全与健康的效果，避免了事故的发生，导致车站秩序紊乱的情况。
24	悬挂式单轨列车及其车体结构<sep>本发明公开一种悬挂式单轨列车的车体结构，包括沿车体长度方向延伸且相互平行的两个顶盖边梁和两个底架边梁，还包括用于螺栓连接车钩的车钩横梁和安装结构，安装结构固定连接两个顶盖边梁的前端，车钩横梁固定连接两个顶盖边梁的后端，还包括落车横梁和转向架，顶盖边梁的内侧设置有水平的托臂，落车横梁两端的上表面分别与两个顶盖边梁的托臂的下表面相抵并通过螺栓连接，落车横梁中部的上表面连接转向架。提升了结构安全性，且具有对装配精度要求低、便于现场制造，易于拆卸及后期维护方便等优点。车体结构传力路径合理，整体结构具有优良的强度和刚度性能。本发明还公开一种包括上述车体结构的悬挂式单轨列车。
24	一种变轨支承轴箱解锁运动机构<sep>本实用新型涉及一种变轨支承轴箱解锁运动机构，属于车辆变轨及测试领域。包括靠螺栓安装在外围伊玛横梁搭建架构上的轴箱限位支承桌板，放置在轴箱限位支承桌板安装外侧的上表面上的桌板支承横向限位连接装配体，安装在轴箱限位支撑桌板的安装内侧的上表面上的桌板支承滚柱组，安装在桌板支承横向限位连接装配体和桌板支承滚柱组之间的交叉连接型作动器装配体。本实用新型所述的交叉连接型作动器装配体在其竖立锁紧解锁作动器连接装配体的作用下完成解锁和锁紧运动，结构简单方便。双面十字导轨条滑座体与水平横向侧向力模拟作动器连接体和水平横向侧向力模拟作动器支座的连接即满足了所受实际侧向力的要求又可保证两轮解锁运动的同步进行。
24	一种地铁列车故障后连挂清客救援方法及电子设备<sep>本发明实施例提供一种地铁列车故障后连挂清客救援方法及电子设备，方法包括：当故障客车不具备行驶到下线地点能力时，确定故障客车的当前位置；根据故障客车的当前位置，确定与故障客车的当前位置对应的至少一种救援模式，且计算每一种救援模式所需的救援时间；选取救援时间最短的救援模式对故障客车开展救援。本发明实施例针对地铁故障客车的不同停靠位置，提出多种备用救援方式，选取救援时间最短的救援模式对故障客车进行救援，调度人员可根据具体故障，采取对应的救援方案，能够尽快完成救援，降低大面积晚点概率，减少对整个线网运营造成的不利影响。
24	一种铁路桥用排水沟挖掘装置<sep>本实用新型涉及一种铁路养护机械，尤其是指一种铁路桥用排水沟挖掘装置，包括支撑臂和挖掘臂，所述的支撑臂一端和清筛机连接，所述挖掘臂的一端和所述支撑臂铰接，另一端安装有挖掘斗轮，所述挖掘臂上还安装有挖掘马达，挖掘马达与挖掘斗轮之间通过链传动或齿轮传动连接，所述支撑臂和挖掘臂之间连接有油缸伸缩装置。本实用新型所提供的排水沟挖掘装置固定在车架底部，清筛车左右各安装一套挖掘装置，在清筛挖掘导槽之后，回填道砟之前进行排水沟挖掘，可实现桥梁两侧排水沟区域的道砟清理，恢复道床排水性能。
24	一种自动更换铁路轨枕的设备<sep>本发明公开了一种自动更换铁路轨枕的设备，包括工作箱，所述工作箱底部端面上固定设有地面固定机构，所述工作箱前后端面上贯通设有开口向下的工作腔，所述工作腔左侧内壁上设有更换机构，所述工作腔右侧内壁上设有前后对称且开口向左的钻头滑块滑槽，所述钻头滑块滑槽互相远离的一侧的内壁上设有收集机构；本发明对铁路轨枕两侧石块的松动收集，并对轨枕进行自动更换，并在更换后对轨枕两侧的石块进行重新填充，不需要施工人员对轨枕进行搬运，减少了施工过程中的安全隐患，本发明适合在各大铁路维修设施进行推广。
24	一种无轨智能电车前进轨迹偏差判断与矫正方法<sep>本发明公开了一种无轨智能电车前进轨迹偏差判断与矫正方法，通过运行道路上方的供电设备和安装在电车上的触网取电杆获取导电设备给电车提供的运行电力，由于供电电线或导电电轨在道路的横向坐标固定，再利用取电时标记的导电信号位置进而判断和识别车辆在本车道的横向坐标，以及计算出偏离本车道中心的偏移量，对电车行进位置的矫正，确保电车沿道路轨迹运行；该发明可精准、灵活的控制和矫正无轨智能电车的运行轨迹，降低制造成本的同时，使无轨智能电车的运行更加安全、可靠，反应速度更加灵敏。特别是相对与电子设备的定位更为即时、精准和非常高的经济效益。
24	逃生装置和具有其的轨道车辆、轨道交通系统<sep>本发明公开了一种轨道车辆的逃生装置和具有其的轨道车辆、轨道交通系统，逃生装置包括：本体和多个伸缩踏板，本体上设有沿本体的长度方向间隔布置的多个踏板，多个踏板构造出用于逃生的通道，伸缩踏板连接在本体的沿长度方向的一端，并沿本体的长度方向在伸展位置和收缩位置之间可移动，且多个伸缩踏板在本体的宽度方向排布，在伸缩踏板位于伸展位置时适于与多个踏板构造出多级台阶。逃生装置通过在本体的一端设置多个沿宽度方向排布的伸缩踏板，伸缩踏板可伸入轨道上的逃生通道内，乘客通过伸缩踏板进入逃生通道，可以为乘客逃生提供方便，而且伸缩踏板伸入逃生通道，可以提升逃生装置与轨道配合的稳定性，保证乘客安全逃生。
24	具有负载分配元件的、用于容纳枢轴销的横梁<sep>一种用于将用于容纳枢轴销的横梁(411)连接到轨道车辆的车体(1)的两个下部的纵梁(602)上的装置。横梁(411)具有横跨的部分(4116)和纵向部分(4117)，所述横跨的部分将这两个纵梁(602)在连接的区域中彼此连接，所述纵向部分延伸至离得最近的车厢前部。下部的纵梁(602)在所述车体(1)的整个长度上延伸并且由多腔空心型材构成，所述多腔空心型材由纤维复合材料构成。每个纵梁(602)的多腔空心型材的腔(604)的数量在所述连接的区域中减少，使得至少一个腔(604)的墙部材料被去除，使得露出至相邻的腔(604)的连接片(605)。负载分配元件(613)接合在这些部位处，所述横梁(411)固定在所述负载分配元件上。
