label_id	text
25	一种磁性微球及其制备方法和应用<sep>本发明提供的制备方法简单易行。
25	一种高强壳聚糖长丝及其界面光聚合制备方法与装置<sep>并将纺丝与加捻集于一步，不仅有效提高了壳聚糖长丝的强度，还使其具有较好的均匀性和连续性。
25	高压双螺杆挤压机及应用该挤压机的降解短纤生产工艺<sep>涉及化学纤维制备的技术领域本发明通过呈锥形的压塑螺杆设置，使得供物料输送的空间越来越小且物料受到的压力越来越大，且物料在高压环境中温度会较高，使得物料反应更为充分，提高了物料的塑化效果，从而提高了物料的熔融质量。
25	全消光涤纶低弹丝及其制备方法<sep>本发明方法工艺简单，制得的全消光涤纶低弹丝染色性能好，自然降解效率高。
25	固溶体及其制成的金属陶瓷刀具材料<sep>按照配方，将平均粒径分别为1μm的co、ni，1‑2μm的moc、ticn以及2‑3μm的固溶体（w，ti，ta）cn按比例混合，制成金属陶瓷刀具材料。
25	过滤介质用纳米纤维、包含其的过滤介质、其制备方法及包含其的过滤单元<sep>由于纳米纤维的制丝性非常优秀，因而过滤介质的大量生产性显著提高，并且能够节减生产成本。
25	热塑性纤维素与脂肪族共聚酯共混物纤维及制备方法<sep>本发明通过采用由20％至80％质量的热塑性纤维素与80％至20％质量的脂肪族共聚酯组成的共混物，该共混物由一种连续熔融挤出共混法制备得到，共混物的熔体粘度在低剪切速率100s条件下比两种起始原料的共混加成理论值至少低约30％；在高剪切速率1363s条件下比两种起始原料的共混加成理论值至少低30％的技术方案，较好地解决了该问题，可用于热塑性纤维素与脂肪族共聚酯的共混物纤维的工业化生产中。
25	一种电子级玻璃纤维组合物及其玻璃纤维和电子布<sep>显著降低原料挥发，减少对耐火材料的侵蚀，且适合用于大规模池窑生产。
25	一种采用烧结支架进行dbc两面同时烧结的方法<sep>s5：对烧结支架进行高温烧结，本发明烧结生产过程中，两面的烧结品质更加统一，产品在烧结过程中更加均匀稳定，可以以快捷的方式将烧结的瓷片同时实现两面烧结，通过烧结支架实现瓷片的两面同时烧结，在烧结生产过程中，处于下表面的铜片，烧结支架要对其起到一个支撑作用，另一方面，烧结支架也要起到支撑瓷片的作用。
25	一种低直径高强度的聚丙烯腈基碳纤维及其制备方法<sep>拉伸强度≥3.5gpa，拉伸模量≥230gpa，具有规整表面沟槽结构的低直径高强度聚丙烯腈基碳纤维。本发明得到的碳纤维能够提高燃料电池用碳纤维纸的柔韧性。
25	一种泳衣面料的制备方法<sep>该泳衣面料的弹性伸长率γ为133～138％，弹性回复率γ为98～100％。
25	一种多重纳米碳丝复合碳纤维及其制备方法<sep>采用上述技术方案，本发明相对于现有技术，具有以下优点：制备工艺简单易行，本发明的多重纳米碳丝复合碳纤维不仅有规则的旋卷形态，有一定螺距尺寸，且同时具有弹性和刚性，适用于单个使用作为微机械元件。
25	一种碳纳米葱润滑相tin基自润滑复合材料及其制备方法<sep>促进烧结。在此基础上和olc复合烧结形成olc润滑相ti(c,n)基自润滑复合材料，克服传统润滑材料在极端条件下润滑失效的缺点，同时提高其硬度及断裂韧性。
25	微胶囊复合纤维素纳米纤维及其制备方法<sep>所述第三聚合物的结构式如式(ⅳ)所示。本发明高比强度的纤维素纳米纤维作为微胶囊的外部支撑，增强了耐磨性，从而提升微胶囊缓释时间和缓释浓度的稳定性。
25	一种高弹性易粘合聚氨酯脲纤维的制备方法<sep>因此由该纤维编织的面料不仅弹性出色、手感紧致，而且具有防脱散、防抽丝、不易卷边等特性。
25	医用织物用纤维及其制备方法<sep>本发明的制备方法，工艺简单，成本低廉；制得的产品，自然降解速率快，应用前景好。
25	过滤介质用纳米纤维、含有其的过滤介质、制备方法及其过滤装置<sep>由于纳米纤维的制丝性能非常优异，显着提高了过滤介质的批量生产能力，降低了生产成本。
25	高压双螺杆挤出机及可降解短纤维的生产工艺<sep>涉及化纤制备技术领域通过锥形压缩螺杆的设置，物料输送的空间越来越小，对物料的压力越来越大，高压环境下物料的温度越来越高，使物料发生反应更充分，提高了材料的塑化效果，提高了材料的熔融质量。
25	医用织物用纤维及其制备方法<sep>成本低廉，制备的产品自然降解速度快，具有良好的应用前景。
25	磁性微球及其制备方法和应用<sep>刷状聚合物带有官能团。本发明提供的磁性微球是一种具有三明治式夹层结构的磁性微球。本发明提供的磁性微球中间层的刷状聚合物具有官能团，该官能团作为金属氧化物的结合位点。可有效增加磁性材料的沉积量，解决以往磁性微球中磁性材料含量少的问题。本发明提供的制备方法简单易行。
25	一种高弹易粘聚氨酯脲纤维的制备方法<sep>得到聚氨酯脲弹性纤维通过干纺工艺。本发明制备的氨纶纤维具有良好的弹性回复率和优良的热粘合性。因此，用这种纤维织成的织物不仅具有优良的弹性和紧致手感，而且还具有防脱落、防拉丝、不易卷曲等特点。
25	微胶囊化复合纤维素纳米纤维及其制备方法<sep>第三聚合物的结构式如Ⅳ所示。本发明的高比强度纤维素纳米纤维作为微囊的外部支撑，增强了耐磨性，从而提高了微囊的缓释时间和浓度的稳定性。
25	碳纳米洋葱润滑相TiN基自润滑复合材料及其制备方法<sep>属于复合材料技术领域在此基础上，通过与OLC复合烧结形成基于OLC润滑相Ti（OLC N）的自润滑复合材料，克服了传统润滑材料在极端条件下润滑失效的缺点，提高了其硬度和断裂韧性。
25	多纳米碳丝复合碳纤维及其制备方法<sep>本发明的多根纳米碳丝复合碳纤维不仅具有规则的缠绕形状和具有一定的节距尺寸，还具有弹性和刚度，适合作为微机械元件单独使用。
25	泳衣面料的制备方法<sep>然后，以它为原料，通过抗氧化整理（抗氧化整理溶液通过静电喷涂（距离为15~50mm，电压为30：100V）和微波处理（频率为80~150MHZ，时间10~15min).泳衣面料采用→纺纱→织造→抗紫外线整理工艺制备，泳衣面料的弹性伸长率γ为133 / 138%，弹性回复率为98 / 100 %。
25	低径高强聚丙烯腈基碳纤维及其制备方法<sep>然后采用湿法纺丝工艺。采用合理的凝固条件和纺丝拉丝工艺，制备出具有表面凹槽的小直径聚丙烯腈前驱体。经预氧化、低温碳化和高温碳化后，得到等效直径为2～3 μm、拉伸强度≥3.5GPa、拉伸模量≥230Gpa、表面凹槽规则的低径高强度聚丙烯腈基碳纤维。本发明得到的碳纤维可以提高燃料电池用碳纤维纸的柔韧性。
25	全消光涤纶低弹长丝及其制备方法<sep>全消光涤纶低弹长丝具有较高的上染率、K/S值、色牢度和自然降解效率。本发明方法工艺简单，染色性能好，全消光涤纶低弹长丝自然降解效率高。
25	电子级玻璃纤维组合物、玻璃纤维及其电子布<sep>显着降低原料挥发，减少耐火材料的侵蚀，适用于大型槽窑生产。
25	热塑性纤维素/脂肪族共聚酯共混纤维及其制备方法<sep>混合纤维。
25	固溶体及其制成的金属陶瓷刀具材料<sep> 2 μ m、TiCN 2 μ m 和CN 固溶体分别为2 μ m 和3 μ m。
25	一种用烧结支架同时烧结DBC两面的方法<sep>烧结支架还应起到支撑瓷砖的作用。
25	高强度壳聚糖长丝及其界面光聚合制备方法和装置<sep>将纺丝和加捻一体化，不仅有效提高壳聚糖长丝的强度，而且具有更好的均匀性和连续性。
25	一种磁性微球及其制备方法和应用<sep>本发明提供的制备方法简单易行。
25	医用织物用纤维及其制备方法<sep>本发明的制备方法，工艺简单，成本低廉；制得的产品，自然降解速率快，应用前景好。
25	一种高弹性易粘合聚氨酯脲纤维的制备方法<sep>因此由该纤维编织的面料不仅弹性出色、手感紧致，而且具有防脱散、防抽丝、不易卷边等特性。
25	微胶囊复合纤维素纳米纤维及其制备方法<sep>所述第三聚合物的结构式如式(ⅳ)所示。本发明高比强度的纤维素纳米纤维作为微胶囊的外部支撑，增强了耐磨性，从而提升微胶囊缓释时间和缓释浓度的稳定性。
25	一种碳纳米葱润滑相tin基自润滑复合材料及其制备方法<sep>促进烧结。在此基础上和olc复合烧结形成olc润滑相ti(c,n)基自润滑复合材料，克服传统润滑材料在极端条件下润滑失效的缺点，同时提高其硬度及断裂韧性。
25	一种泳衣面料的制备方法<sep>该泳衣面料的弹性伸长率γ为133～138％，弹性回复率γ为98～100％。
25	一种低直径高强度的聚丙烯腈基碳纤维及其制备方法<sep>拉伸强度≥3.5gpa，拉伸模量≥230gpa，具有规整表面沟槽结构的低直径高强度聚丙烯腈基碳纤维。本发明得到的碳纤维能够提高燃料电池用碳纤维纸的柔韧性。
25	一种采用烧结支架进行dbc两面同时烧结的方法<sep>s5：对烧结支架进行高温烧结，本发明烧结生产过程中，两面的烧结品质更加统一，产品在烧结过程中更加均匀稳定，可以以快捷的方式将烧结的瓷片同时实现两面烧结，通过烧结支架实现瓷片的两面同时烧结，在烧结生产过程中，处于下表面的铜片，烧结支架要对其起到一个支撑作用，另一方面，烧结支架也要起到支撑瓷片的作用。
25	一种多重纳米碳丝复合碳纤维及其制备方法<sep>采用上述技术方案，本发明相对于现有技术，具有以下优点：制备工艺简单易行，本发明的多重纳米碳丝复合碳纤维不仅有规则的旋卷形态，有一定螺距尺寸，且同时具有弹性和刚性，适用于单个使用作为微机械元件。
25	热塑性纤维素与脂肪族共聚酯共混物纤维及制备方法<sep>本发明通过采用由20％至80％质量的热塑性纤维素与80％至20％质量的脂肪族共聚酯组成的共混物，该共混物由一种连续熔融挤出共混法制备得到，共混物的熔体粘度在低剪切速率100s条件下比两种起始原料的共混加成理论值至少低约30％；在高剪切速率1363s条件下比两种起始原料的共混加成理论值至少低30％的技术方案，较好地解决了该问题，可用于热塑性纤维素与脂肪族共聚酯的共混物纤维的工业化生产中。
