label	text
23	一种耐磨、抗粘钢复合涂层、制备方法及应用<sep>本发明公开了一种耐磨、抗粘钢复合涂层、制备方法及应用<sep>包括基体和基体上由内到外依次设置的过渡层、高硬基层、超硬表层；过渡层采用焊材堆焊而成，焊材成分按重量计包括：0.02～0.04％c，16～19％cr，1.2～1.6％mn，0.5～0.8％ni，0.2～0.4％si，余量为fe；高硬基层采用焊材堆焊而成，焊材成分按重量计包括：0.7～0.8％c，3.8～5.8％cr，0.6～1.0％mn，0.7～1.5％mo，0.2～0.6％si，0.4～0.8％v，8.1～9.1％w，余量为fe<sep>超硬表层采用金属基陶瓷材料喷涂而成，金属基陶瓷材料成分包括碳化钨和co，本发明采用堆焊和喷涂的复合强化工艺，焊接层和喷涂层结合良好、硬度高，提升了矫直辊表面的硬化效果，改善了矫直辊辊面的耐磨性、抗划伤性和抗粘钢性。
23	一种汽车减震器导向器<sep>本发明涉及一种导向器<sep>具体涉及一种汽车减震器，属于合金钢材料领域。本发明汽车减震器导向器从内到外依次包括泡沫钢制得的主体芯层以及主体芯层表面设有的镁合金面层，其中，所述镁合金面层的厚度为4‑8μm<sep>本发明以泡沫钢作为主体芯层，以镁合金作为面层的复合材料制得减震器导向器，不仅具有高强度、高熔点以及优良的抗压强度等泡沫钢芯层材料的特点，同时又因镁合金的存在，使汽车减震器导向器具有更加高的强度和刚度
23	高纯净锰18高锰钢及其制备方法<sep>本发明公开了一种高纯净锰18高锰钢<sep>按质量百分含量计，包括以下成分：0.80‑1.80％的c、15.0‑22.0％的mn、0.3‑0.9％的si、0.012‑0.045％的p、0.02‑0.04％的s、0.03‑3.5％的cr、0.05‑2.8％的mo、0.02‑2.5％的ni、0.06‑2.3％的cu、0.014‑0.096％的al、0.0007‑0.0013％的o、0.0002‑0.00045％的h，其余微量元素含量≤0.94％，余量为fe<sep>本发明在精炼期造新渣，炉内钢液能充分参与钢渣界面反应，钢液在氩气净化和钢渣充分反应双重作用下充分除氧和氢及清除夹杂物，提高了高锰钢的综合机械性能
23	在钢锭模的内壁表面上原位合成富sio防护层的方法<sep>本发明涉及铸钢用钢锭模<sep>特指在钢锭模的内壁表面上原位合成富sio防护层的方法<sep>通过自蔓延高温化学反应原位合成富sio防护层，可以有效地降低钢锭模氧化和开裂的速度，从而提高钢锭模的使用寿命，属于化学和黑色冶金领域
23	一种轴类用钢的球化退火方法<sep>本发明公开了一种轴类用钢的球化退火方法<sep>所述轴类用钢加热至≥684℃，保温时间按3.3～4.3mm/min有效截面厚度计算；快冷至≤200℃；然后再加热至680～650℃，保温6～20h；最后随炉缓冷即可<sep>本方法通过控制冷却和温度速度，改变了钢中球化后碳化物颗粒的分布状况，使其更均匀的分布于基体中，分布于晶粒内部，减少碳化物在晶界处的偏聚，从而增强塑性，产品的断面收缩率≥55%；另一显著特点，在无塑性变形的情况下也能很好的实现球化退火
23	一种600mpa级热轧trip型双相钢及其制备方法<sep>本发明提供了一种600mpa级热轧trip型双相钢及其制备方法<sep>其组织为残余奥氏体、马氏体、以及铁素体，表层组织为：4‑6％的残余奥氏体，5‑15％的马氏体，其余为铁素体，且在所述铁素体中有棒状碳化物；所述钢主体组织为：2‑5％的残余奥氏体，25‑40％的马氏体，其余为铁素体，且在所述铁素体中无碳化物析出。本发明钢的规定塑性延伸强度为333‑351mpa，抗拉强度为602‑614mpa，断后伸长率(80mm标距)为23‑25％<sep>本发明的钢可应用于复杂的汽车结构件、底盘件，具有较好的经济性和应用前景
23	一种用于高锰低温钢气体保护焊的实芯焊丝<sep>本发明公开一种用于高锰低温钢气体保护焊的实芯焊丝<sep>其特征在于，其化学成分及质量分数为：c：0.2~0.4%，mn：12~15%，ni：14~18%，cr：1.5~4.5%，mo：0.1~0.6%，ti：0.005~0.040%，p≤0.004%，s≤0.002%，余量为fe和不可避免的杂质元素<sep>本发明实芯焊丝采用复合添加锰和镍的合金设计，降低了镍等昂贵元素含量及合金成本，避免了过高锰含量在焊接过程中形成过量的有毒性锰挥发，因而提高了焊丝的使用性能，实芯焊丝所形成的焊缝金属在‑196℃的低温下具有优良的冲击韧性，很好的满足了高锰低温钢用于建造液化天然气储罐等设备时对焊接的要求
23	一种用于轴承钢球淬火的淬火槽<sep>本实用新型公开了一种用于轴承钢球淬火的淬火槽<sep>包括淬火槽主体，本实用新型通过在淬火槽主体前侧设置了灭火装置，首先使用者通过通电的控制面板来将电机运行，然后就可实现导杆与推杆的传动，将推杆上移来实现喷管的上移喷射，然后在将干粉泵运行使干粉传输到喷管处进行喷射灭火活动，从而达到了对淬火槽燃烧火焰的消除，保证轴承钢珠生产环境安全的优点，通过在防护壳左右两侧设置了回拉机构，首先当喷管下移回防护壳内部时，使得被拉伸的压簧因为弹力的作用回弹，来把连接杆拉动，然后就可实现连接杆与压簧外壳的转动复位<sep>然后就可实现顶盖的复位
23	抗拉强度大于1300mpa的热镀锌钢板及其生产方法<sep>本发明公开了一种抗拉强度大于1300mpa的热镀锌钢板及其生产方法<sep>所述热镀锌钢板基板化学成分组成及其质量百分含量为：c：0.1～0.2%，mn：1.3～2.0%，s≤0.005%，p≤0.02%，si：0.2～0.3%，als：0.4～1.0%，nb：0.01～0.03%，ti：0.04～0.08%，b：0.001～0.004%，mo：0.2～0.3%，cr：0.05～0.10%，v：0.01～0.02%，余量为fe和其它不可避免的杂质；所述生产方法包括加热、热轧、酸轧、连续热镀锌、光整和钝化工序<sep>本发明热镀锌钢板具有良好的成形性和耐腐蚀性，生产过程稳定、成本低，具有性能优异、稳定的特点
23	一种机床用高端轴承钢材料及其生产工艺<sep>本发明涉及一种机床用高端轴承钢材料及其生产工艺<sep>属于特殊钢冶炼技术领域。为解决现有轴承钢材料耐磨性、接触疲劳强度等性能无法满足高端数控机床要求的问题，本发明提供了一种机床用高端轴承钢材料及其生产工艺，包括电炉→lf精炼及vd工艺→模铸→热送/罩冷→一次加热轧制开坯→缓冷→二次加热轧制→球化退火<sep>本发明在现有轴承钢基础上添加了ni、mo及稀土元素，严格控制al、cu含量，为钢材料提供了良好的力学性能指标，生产的轴承钢材料具有高弹性极限、抗拉强度、接触疲劳强度和耐磨性，可有效降低材料疲劳剥落、卡死等现象，适用于制造机床用轴承套圈及较宽尺寸范围的滚动体、滚针
