label	text
29	一种电动汽车充电预警方法及系统<sep>本发明公开一种电动汽车充电预警方法及系统<sep>该方法包括：获取电动汽车中的各单体电池的电池信息；实时测量各单体电池的充电实时电压；判定电动汽车的电池类型及电池的老化程度；根据电池类型和老化程度，得到预警信息；确定第一预警电压值及第二预警电压值；判断充电实时电压是否大于所述第二预警电压值，若不大于则进行大倍率充电模式；若大于则判断充电实时电压是否小于第一预警电压值；若小于则发出警报并将大倍率充电模式变换为小倍率充电模式；否则停止充电<sep>采用本方法或系统减轻了bms的工作压力，避免因bms故障发生充电事故，降低汽车成本并且提高了安全性
29	电动车充电控制设备<sep>本发明涉及电动车充电的技术领域<sep>公开了电动车充电控制设备，包括充电桩、控制器以及线路管道，充电桩连接有多个独立布置的充电线路，充电线路连接有充电头，控制器分别与充电线路及电源线路连接；充电线路置于所述线路管道中，线路管道上具有多个充电位，充电位上设置烟雾传感器，充电线路上设置有继电器以及短路检测元件；烟雾传感器及短路检测元件将监测数据传输给控制器，控制器控制继电器的导通或断开<sep>在进行充电的过程中，当有电动车短路导致周边环境起火，烟雾传感器感应到烟雾后，或者发生短路现象时，控制器则可以控制继电器断开，中断充电，保证整个充电过程的安全性，大大提高充电操作的安全性。
29	一种新能源汽车的快速充电装置<sep>本发明属于新能源汽车充电技术领域<sep>尤其是涉及一种新能源汽车的快速充电装置，包括充电桩体，所述充电桩体的前侧壁上开设有第一凹槽，且第一凹槽的内壁上开设有与其连通的第二凹槽，所述第二凹槽的侧壁上固定连接有双轴电机，所述双轴电机的外侧固定套接有方形框架，所述双轴电机的两个输出端分别固定连接有第一螺纹杆，所述第二凹槽的内壁上开设有与第一螺纹杆位置对应的圆形凹槽，且第一螺纹杆远离双轴电机的一端与圆形凹槽的内壁转动连接，所述方形框架的左右侧壁上均固定连接有水平的限位杆<sep>优点在于：本发明能够自动控制充电插接工作，并且能够满足两台电动汽车的同时使用，提高了空间的使用率
29	对多发射端/单接收端无线充电系统的互感估计方法<sep>本文公开了一种多发射端/单接收端无线充电系统的互感估计方法<sep>多个独立设置的发射线圈上的开关断开发射线圈，再将接受线圈与耦合驱动支路连通从而产生电磁场，使系统计入互感估计状态，无电流；发射线圈在电磁场中产生感应电动势，测得每个发射线圈的电动势；通过基尔霍夫电学理论对两线圈中的求解，即可得到每个发射线圈与接收线圈的互感；然后将接收线圈与负载回路连接，再闭合发射线圈开关，使系统进入电能传输状态。本发明由于发射线圈处于断开状态，只有感应电动势，而无电流，避免了过载的风险<sep>该方法的优势是快速、准确并且安全的对收/发线圈之间的互感做出估计，使得多发射端/单接收端无线充电系统对电动车的高效充电成为了可能
29	一种用于电动车的充电插座及充电系统<sep>本发明适用于电动车充电技术领域<sep>提供了一种用于电动车的充电插座及充电系统，所述充电插座包括：所述充电插座与集中器一体设置，所述充电插座具有第一状态和第二状态，所述第一状态为所述充电插座仅具有充电功能，所述第二状态为所述充电插座兼具集中器和充电两种功能<sep>使得充电站工作人员可以根据充电站的工程规模自由进行二层或者三层组网，提升了充电站的可扩展性，并且提高了资源的利用效率
29	充电接口防护组件及电动汽车<sep>本发明涉及电动汽车充电小门技术领域<sep>旨在解决现有的电动汽车充电接口的密封盖连接件易损坏和充电操作不方便的问题。为此，本发明提供了一种充电接口防护组件及电动汽车，充电接口包括充电插座，防护组件包括护盖和驱动部件，驱动部件与护盖连接，用于驱动护盖与充电插座抵接以便封闭充电插座的插座口。本发明的充电接口防护组件，通过设置护盖和用于驱动护盖的驱动部件，使得护盖能够在驱动部件的驱动下与充电插座抵接或分离，实现插座口的自动封闭或打开<sep>对于安装有该防护组件的电动汽车，在需要使用充电插座时，无需手动揭下护盖和放置护盖，简化了操作步骤，避免了链条划伤车体或因铰链损坏使密封盖丢失的问题，从而提升了用户体验
29	充电站的充电调度方法、充电调度系统及充电站<sep>本申请适用于新能源技术领域<sep>本申请实施例中提供一种充电站的充电调度方法、充电调度系统及充电站，其中方法包括：获取充电的电动汽车的需求充电量、开始充电时间、结束充电时间、最大充电功率及变压器的额定功率；获取结算周期内的峰值功率电价及不同的时槽对应的分时电价；根据需求充电量、开始充电时间、结束充电时间、最大充电功率及充电站中变压器的额定功率，结合峰值功率电价及分时电价，获取不同的电动汽车在不同的时槽中的充电需求功率<sep>根据充电需求功率，进行供电输出，实现对电动汽车的合理充电分配，提升充电站的充电效率及充电安全性。
29	一种新能源汽车的停车坪<sep>本发明公开了一种新能源汽车的停车坪<sep>包括基座、连接箱、固定框、活动框和活动板，所述基座上螺栓固定有与外界电网相连的充电桩，且充电桩与所述连接箱焊接为一体，并且基座分别与设置有所述固定框和所述活动框，所述活动板位于充电桩的正前方，所述固定框的正面内嵌有反光条，且所述固定框与所述活动框相贴合<sep>本新能源汽车的停车坪设置有活动板，当人们将车辆停放在停车坪上时，车辆的后轮会压在活动板上，活动板受到压力后，会将车辆施加的压力转变为带动活动框移动的动力，这样活动框就会进行水平位移，在移动过程中，会将挡雨棚拉伸开，从而挡雨棚可以为人们挡雨遮阳，在雨天来临时，方便了人们进行停车充电，使用效果好
29	一种电动公交车无人自动充电装置<sep>本发明公开了一种电动公交车无人自动充电装置<sep>涉及新能源汽车技术领域，包括防雨棚、充电桩、以及充电组件，所述充电桩安装于防雨棚的一侧，所述充电组件安装于防雨棚的底面，所述充电组件包括充电电极、充电座、横向电机、丝杠、丝杠螺母、定位板以及收纳腔，本发明结构简单，可操作性强，充电稳定性好，采用可移动式的充电组件，可以根据不同工况的需要及时调整充电电极所处的位置，同时，在不使用时，也能收至收纳腔内<sep>减少外界环境对其造成的影响
29	高压下电控制方法、交流充电系统及电动汽车<sep>本发明实施例公开了一种高压下电控制方法、交流充电系统及电动汽车。该方法包括：接收电池管理模组发送的停止充电请求<sep>根据所述停止充电请求，控制电流转换器和充电机退出使能模式，检测所述充电机的输出电流和动力电池的输入电流，当所述充电机的输出电流和动力电池的输入电流满足设定条件时，控制与所述动力电池连接的主正继电器和主负继电器断开，控制电机控制器主动放电，以完成高压下电<sep>本发明实施例只有当充电机的输出电流和动力电池的输入电流均满足设定条件时，才会控制继电器断开，解决了现有技术中因电流检测装置精度差而引起系统电压异常升高的问题
