label	text
21	一种多元复合导电层及其制备方法<sep>本发明属于锂离子电池材料技术领域<sep>具体涉及一种多元复合导电层及其制备方法，所述的制备方法包括将石墨烯粉体、石墨粉和镍粉构成的复合导电材料与pvdf、极性溶剂nmp混合均匀后涂覆到正极集流体上，接着以甲烷作为辅助气体，采用超音速火焰喷涂的方式将铝粉喷涂到正极集流体表面的涂层上，得到所述的多元复合导电层<sep>本发明以甲烷作为辅助气体，采用超音速火焰喷涂在涂层的表面形成碳纳米管，与深层的石墨烯粉体和石墨粉所形成的导电结构形成多层次，多元复合的导电形式，从而极大的提高了该多元复合导电层的导电性。
21	一种石墨烯光电双重检测生物传感器、系统及方法<sep>本发明公开了一种石墨烯光电双重检测生物传感器、系统及方法<sep>利用化学气相沉积方法在铜箔表面生长的石墨烯薄膜通过湿法转移方法转移到带有两个电极的玻璃基底上作为两电极之间的通道。两个电极分别做源极和漏极。聚二甲基硅氧烷材质的反应腔通过紫固胶粘到石墨烯表面作为盛放电解液和栅极的容器<sep>1‑芘丁酸琥珀酰亚胺酯作为一种连接物将探针固定到石墨烯上；本发明将fret生物传感器和场效应管生物传感器结合到一个检测系统中，实现对dna杂交的光电双重实时检测
21	一种以氮掺杂二氧化钛为载体的pd三效低温催化剂及其制备方法和应用<sep>本发明公开了一种以氮掺杂二氧化钛为载体的pd三效低温催化剂及其制备方法和应用<sep>其是将pd纳米粒子负载在具有光吸收的n‑tio半导体载体上，制得所述负载型pd催化剂，tio半导体通过n掺杂引入了可见光，从而可利用光热耦合作用实现co/no的低温高效催化去除<sep>本发明中引入非金属掺杂tio从而提高了所得催化剂在可见光下对co与no的去除，且以无毒绿色的n‑tio为半导体的催化剂有望制备成涂抹型，且其制备方法简单易行，更有利于推广应用
21	一种cvd生长的石墨烯的转移操作方法<sep>本发明公开了一种cvd生长的石墨烯的转移操作方法<sep>包括：对cvd生长的石墨烯进行预处理，然后平置于目标基底上，使石墨烯侧与目标基底接触；将生长基底与目标基底固定在一起，将生长基底和目标基底用胶黏剂黏结，获得黏结后的生长基底‑石墨烯‑目标基底复合结构并置于真空环境中，去除石墨稀与目标基底之间的空气；保持预设时间使胶黏剂在真空状态下完全固化，获得胶黏剂固化后的生长基底‑石墨烯‑目标基底复合结构并通过腐蚀性溶液将生长基底去除，获得残留腐蚀性溶液的石墨烯‑目标基底复合结构；清洗，干燥，获得目标基底与石墨烯薄膜结合体，完成转移<sep>本发明的操作方法无需使用pmma，可将cvd石墨烯薄膜清洁地转移到目标基底上
21	一种基于石墨烯海绵体催化制备均苯四甲酸二酐的方法<sep>本发明提供一种基于石墨烯海绵体催化制备均苯四甲酸二酐的方法<sep>包括以下步骤：将草酸加入到去离子水中溶解，加入偏钒酸铵混合，继续搅拌，滴加氯化钯溶液形成微乳液；将氧化石墨烯溶液中加入微乳液，高速搅拌均匀，得到前驱体溶液，将前驱体溶液置于低温环境下进行快速冷冻和真空干燥处理，然后经激光辐射还原处理，得到石墨烯基钒钯多孔海绵催化剂；将石墨烯基钒钯多孔海绵催化剂置于气相氧化反应固定床中，对固定床加热后，通入均四甲苯和空气的混合物，利用熔盐循环换热降温反应，捕集，水解结晶升华，得到均苯四甲酸二酐<sep>本发明将催化活性高、热稳定性好的催化剂运用到均苯四甲酸二酐的制备中，制备产品效率高，纯度好
21	一种树枝状聚酰胺胺结合氧化石墨烯复合材料及制备方法与应用<sep>本发明涉及公开了一种树枝状聚酰胺胺结合氧化石墨烯复合材料及制备方法与应用<sep>所述复合材料的制备原料包括以下组分：纳米氧化石墨烯、树枝状聚酰胺胺、聚乙二醇和交联剂，所述树枝状聚酰胺胺通过交联剂修饰于纳米氧化石墨烯表面，聚乙二醇通过交联剂结合于所述纳米氧化石墨烯表面；其中，所述聚乙二醇的分子量为1000～5000，且所述聚乙二醇的结构中：一末端为氨基，另一末端为甲氧基；所述树枝状聚酰胺胺的分子量为2000以下，且末端氨基不超过10个<sep>与现有技术相比，本发明方案的复合材料具有比表面积高、生物相容性好及溶解性好等优点
21	一种异相纳米碳基催化剂、其制备方法及其在乙苯氧化中的应用<sep>本发明提供了一种异相纳米碳基催化剂、其制备方法及其在乙苯氧化中的应用<sep>所述异相纳米碳基催化剂为过渡金属掺杂的含氮有机齐聚物纳米材料；并且，其具有介孔结构。本发明提供的碳基纳米材料中含氮有机齐聚物包裹过渡金属，且包裹掺杂的过渡金属在材料体系中分散性好，使其作为异相催化剂具有更好的催化活性；同时，所述的异相纳米碳基催化剂具有介孔，可为催化反应提供更多的比表面积，即提供了更多的活性中心。本申请提供的碳基纳米材料作为催化剂具有较好的活性以及稳定性，利于应用于乙苯氧化等催化反应中<sep>此外，本申请制备方法的原料易得，且反应条件温和，适用性广
21	一种过滤材料的制备装置<sep>本实用新型公开了一种过滤材料的制备装置<sep>包括：三维氧化石墨烯水溶液生产系统，包括依次连接的第一反应釜、离心洗涤机构、超声处理机构、透析仪、高速离心机以及第一存储罐；壳聚糖生产系统，包括依次连接的第二反应釜、水溶液洗涤机构、磁力搅拌机、第二离心洗涤机构、真空干燥机以及第二存储罐；凝胶生产系统，包括依次连接的第三反应釜、超声脱泡机构、挤出机以及封装机构；所述第三反应釜与第一存储罐以及第二存储罐连通<sep>本实用新型通过将有机地整合了三维氧化石墨烯水溶液以及壳聚糖的生产设备去制造三维氧化石墨烯凝胶，生产过程安全、高效，产品质量较为稳定，保证了反应过程中物料的连续性生产，有益于工业化生产
21	一种具有光磁效应的锰掺杂氧化钼纳米材料的制备方法<sep>本发明公开了具有光磁效应的锰掺杂氧化钼纳米材料的制备方法<sep>涉及纳米材料制备领域，包括称取(nh)moo·4ho倒入血清瓶，向其中加入去离子水充分搅拌均匀，再向溶液中加入cho·ho并搅拌均匀得到溶液a；向溶液a中加入mn(chcoo)并充分搅拌得到溶液b；转移溶液b至水热反应釜中加热一定时间后反应得到物质c；清洗物质c并进行热处理得到最终产物。本发明实施例制备的锰掺杂氧化钼复合材料的磁化强度较纯氧化钼颗粒显著提高，且在光辐射下该物质的磁化强度具有显著响应作用<sep>在较低温下，光照作用会使纳米复合材料的磁化强度迅速降落并维持在特定大小，撤去光源后磁化强度又可立刻恢复至初始值
21	一种石墨烯电热毯<sep>本实用新型公开了一种石墨烯电热毯<sep>包括本体，所述本体的内表面设置有绝缘布，所述绝缘布的内表面设置有铜导线，所述铜导线的顶部设置有石墨烯发热膜，所述本体包括面料基材，面料基材的顶部设置有聚酯纤维层，聚酯纤维层的顶部设置有爆破棉层<sep>本实用新型通过电源线对铜导线供电，铜导线通电后产生热量，石墨烯发热膜进行高效导热，通过设置绝缘布不但有绝缘特性，还有一定的抗拉性能，防止石墨烯发热膜撕裂损坏，通过设置聚酯纤维层，起到了较强的耐磨性，通过设置爆破棉层，起到了较好透气性的同时具有较好的虑菌性，解决了现有的这类电热毯透气性差，容易产生湿气，滋生螨虫及细菌，从而降低了使用者舒适度的问题
