label_id	text
18	一种碳化硅涂层熔盐堆热中子散射效应的计算方法<sep>华南理工大学<sep>本发明公开了一种碳化硅涂层熔盐堆热中子散射效应的计算方法<sep>包括：基于液态熔盐、固态石墨、固态碳化硅的热中子散射率，开展核数据加工，获得其热中子散射截面库；调用液态熔盐、固态石墨、固态碳化硅的热中子散射截面库，采用蒙特卡罗中子输运方法开展熔盐堆的组件均匀化，获得堆芯内部及反射层附近典型组件的均匀化群参数；调用熔盐堆典型组件的少群均匀参数，基于中子输运模型或中子扩散时空动力学模型，对于液体燃料碳化硅涂层熔盐堆，还需考虑液态熔盐流动影响，计算出熔盐堆的热中子散射效应对熔盐堆关键中子学参数的影响<sep>所述方法克服了传统的确定论方法难以完全适用熔盐堆复杂几何的缺陷，且获得的熔盐堆组件均匀化参数也更为精确
18	一种降低陶瓷表面产生缩釉缺陷的上釉方法<sep>界首市伟盛古窑彩陶制作发展有限公司<sep>本发明公开了一种降低陶瓷表面产生缩釉缺陷的上釉方法<sep>方法如下：1）镁砂、氧化铝、氧化铬、氧化钛与陶瓷胚体的原料混合研磨后注浆成型，得到陶瓷胚体；2）将硅化钼、硅化钽、玻璃粉、硼化硅、乙醇和羧甲基纤维素球磨得到的浆料涂覆在陶瓷胚体表面，干燥后进行热处理；3）将陶瓷胚体浸入经过纳米氧化铁分散液中，取出后用紫外灯进行照射处理；4）将釉料喷涂在陶瓷胚体表面进行釉面烧结即可<sep>本发明通过对常规的陶瓷胚体原料以及釉料进行改进，并且对胚体表面进行处理，使得烧结后的釉面波化均匀，光泽度高，热稳定性好，同时可以很好的消除釉面出现波浪形纹、裂纹、针孔甚至脱釉等缺陷，提高釉面的完整性，使得产品质量得到明显改善
18	一种焦炉用轻质保温涂层及其施工工艺<sep>武汉钢铁有限公司<sep>本发明公开了一种焦炉用轻质保温涂层<sep>它由内向外依次包括轻质保温层和抗裂保护层，其中轻质保温层以粉煤灰漂珠、蛭石粉、矿棉纤维素或玻璃棉、水玻璃、硅酸盐水泥、聚乙烯醇和水为主要原料制备而成；抗裂保护层以矾土粉、锆英石粉、钠膨润土、蓝晶石、高强铝酸盐水泥、六偏磷酸钠、三聚磷酸钠、十二烷基硫酸钠和水为主要原料制备而成<sep>本发明采用双层涂料方式，并通过优化各层涂料配方，所得涂层结构的粘结性强、保温性好，流动性好，易施工，施工后可在短时间内形成强度，实现保温蓄热的功能，且使用寿命长，适合推广应用
18	一种拼接缝新型蒸压加气混凝土板<sep>江苏美利美新型建材科技有限公司<sep>本实用新型公开了一种拼接缝新型蒸压加气混凝土板<sep>包括第一板和第二板，所述第一板的底面开设有滑槽，滑槽的内部卡接有与滑槽相适配的滑动箱，滑槽的内顶壁开设有固定槽，滑动箱的底面固定连接有等距离排列的第一固定杆，第一板的右侧面固定连接有两个第二固定杆<sep>该拼接缝新型蒸压加气混凝土板，通过第一固定杆和第一插槽的配合，能够使第一板和第二板进行连接，通过第二固定杆和第二插槽的配合，增加了第一板和第二板的连接性，通过弹簧所提供的弹力，能够对调节板进行调节，通过调节板的调节，能够使定位块伸入到固定槽的内部，采用上述方式的拼接，有效的避免了采用网格布挂抗裂砂浆会导致拼接缝处凸起，后期大量浪费材料的问题
18	一种提高微米氧化锆粉末烧结活性的方法<sep>江苏思麦尔生命科技有限公司<sep>本发明涉及一种提高微米氧化锆粉末烧结活性的方法<sep>所述方法包括以下步骤：1)采用微米氧化锆粉末，加入水和矿化剂，配成浆料；其中，浆料中氧化锆粉末的含量为(5~45)%，矿化剂含量为(0.5~5)%，余量为水；2)将配制好的浆料置于反应釜中，在不断搅拌的情况下，加热至(100~300)℃，保持反应釜的压力(0.5~5)mpa，保温(1~10)小时；3)保温完成后，自然冷却至室温；4)取出处理后的浆料，反复洗涤至粉末中不含有矿化剂阳离子；5）采用含水乙醇溶液洗涤粉末2~3次，其中乙醇与去离水的配比为（2~3）：1<sep>6)将洗涤后的粉末在100~120℃下干燥。
18	带孔盖板玻璃退镀工艺及大尺寸屏幕保护盖板玻璃<sep>蓝思科技(长沙)有限公司<sep>本发明公开了一种带孔盖板玻璃退镀工艺及大尺寸屏幕保护盖板玻璃<sep>退镀工艺包括以下步骤：先用ph值为1～2的酸性退镀液对次品玻璃进行退镀，再用ph值为12～13的碱性退镀液对次品玻璃进行退镀。本发明缓解了传统在玻璃盖板加工时，往往会产生具有缺陷的次品，这就需要对次品重新处理后进行重工，以降低成本。本发明提供的玻璃退镀工艺是一种带孔玻璃次品的退镀工艺，通过酸碱退镀液分步对次品玻璃进行退镀，不仅可以有效退掉玻璃表面的油墨层、镀膜层，也可以有效退掉玻璃通孔孔壁的油墨层，且退镀后玻璃损伤小，玻璃表面不易划伤，良率高<sep>采用该退镀工艺将玻璃次品进行退镀后，可重新作为原料玻璃基体进行重加工，节省了原料和成本
18	一种液态氯化氢制备方法<sep>滁州市三和纤维制造有限公司<sep>本发明属于氯化氢制备技术领域<sep>具体的说是一种液态氯化氢制备方法；该方便所使用的氯化氢制备器包括制备罐、引流盘、空心支柱、硫酸喷头、盐酸导管和盐酸喷头；引流盘包括多个，多个引流盘从上至下依次增大且插接转动配合，相邻插接配合的引流盘之间形成聚热腔，引流盘包括为易导热的环形罩体、固定于环形罩体外侧壁上的多个隔板、与环形罩体上端中央连为一体的上空心柱、与环形罩体下端中央连为一体的下空心柱，环形罩体的上端边缘设置有多个通气孔，且位于最上端引流盘的通气孔上部均倾斜布置有引气管<sep>本发明通过使浓硫酸与盐酸在引流盘上充分混合以及提高浓硫酸与盐酸混合后的混合液铺展面积，从而提高从盐酸中提取氯化氢气体比例。
18	用于直接观察岩心渗流现象的透明岩心的制备方法<sep>陕西科技大学<sep>本发明公开了一种用于直接观察岩心渗流现象的透明岩心的制备方法<sep>包括：配制硅酸钠溶液，加入气相二氧化硅；在容器底部放置玻璃平板，将含有二氧化硅的硅酸钠溶液倒入容器中；将容器转移至冷阱中，降温并恒温处理得到冻结的玻璃和冰块；将冻结的玻璃和冰块转移至冷冻干燥器中，得到单侧表面生长有硅酸钠海绵结构的玻璃板；取两块玻璃板，重叠放置并使得光滑面向外，利用自身重力相互挤压两块玻璃板之间的硅酸钠海绵结构；然后将重叠的玻璃板水平放置在马弗炉中，加热处理使部分硅酸钠进入熔融状态；降温冷却得到中间含有大量空隙的玻璃板，制得透明岩心<sep>制备的透明岩心可直接用光学设备记录和观测孔隙中流体的运动过程
18	itq-24沸石分子筛的合成方法<sep>中国石油化工股份有限公司上海石油化工研究院<sep>本发明涉及一种itq‑24沸石分子筛的合成方法<sep>主要解决现有技术存在合成itq‑24沸石分子筛所用有机模板剂制备繁琐、成本高昂和所得itq‑24沸石分子筛结构不稳定等问题。本发明通过使用价格相对更低廉、可从市售获取的二乙基二甲基氢氧化铵作为有机模板剂，按照二乙基二甲基氢氧化铵/yo＝0.1～1.0，杂原子元素w的氧化物/yo＝0～0.1，ho/yo＝1～30的组成，将混合物在100～200℃温度下水热晶化24～350小时，其中y为一种骨架四价元素，w为杂原子元素的方法得到多孔结晶沸石分子筛材料itq‑24<sep>本发明使用了更廉价的有机模板剂，降低了合成成本；合成得到的itq‑24分子筛结构稳定；合成范围广，操作简单易行，便于进行推广
18	一种熔盐化学合成碳粉体及其制备方法和应用<sep>东北大学<sep>一种熔盐化学合成碳粉体及其制备方法和应用<sep>属于碳材料化学合成领域。该熔盐化学合成碳粉体的制备方法，按配比，称量干燥cac粉末、干燥caco粉体、脱水后的熔盐原料，置于坩埚中，在放入密闭反应器中，通入惰性气体保护；将密闭反应器升温至反应温度，保温5min～10h进行碳化反应，得到碳产物；将碳产物进行超声清洗，固液分离，去除熔盐，干燥，得到碳粉体。将此碳粉材料用于作为锂离子电极负极碳材料，具有提高电池容量和循环性能的优点<sep>该方法的产物除了碳外，只有氧化钙生成，不产生其他有毒有害物质，工艺绿色环保，简单易行
